ID;Source;Creation Date;Content;Sentiment
29576352;HackerNews;2021-12-16;Title:Don't start with microservices – monoliths are your friend, Content: https://arnoldgalovics.com/microservices-in-production/;0

29646953;HackerNews;2021-12-22;the exact reason why i compare microservices to oop that's just because some guru uncle bob or even more probably martin fowler i think some rather long by now time ago wrote a lot of examples along the lines of methods should be at most five preferably three lines long in java.if you look for later examples of the same kind of recommendation you'll probably find they're mostly written in funtional languages nowadays so you could just as well say that's why i compare microservices to fp.;0
29614235;HackerNews;2021-12-19;yeah the ops side of microservices is important.more granular scaling. scaling up instances of 8 16 32gb or even larger instances is much more expensive than 124gb instances. in addition monoliths tend to load slower since there's more code being loaded so you can't scale up in sub minute timesobviously there's lazy loading caching and other things to speed up application boot but loading more code is still slower;0
29607442;HackerNews;2021-12-18;i feel like a lot of microservice advocates fail to price in the overhead introduced when you split stuff up into multiple independent communicating units.example replacing a simple database query effectively instant and relaying the data as a local variable with poking a seperately hosted microservice which ends up adding 20ms of overhead doing a https request encoding and deencoding the result in json etc.;0
29606318;HackerNews;2021-12-18;this is actually quite a nice sweet spot on the monomicro spectrum. most bigger software shops i've worked at had this architecture though it isn't always formally specified. different servers run different subsets of monolith code and talk to specific data stores.the benefits are numerous though the big obvious problem does need a lot of consideration with a growing codebase and engineering staff it's easy to introduce calls into codedata stores from unexpected places causing various issues.i'd argue that so long as you pay attention to that problem as a habithave strong norms around think about what your code talks to even indirectly you can scale for a very long time with this architecture. it's not too hard to develop tooling to provide visibility into whatscalledwhere and test foraudittrack changes when new callers are added. if you invest in that tooling you can enforce internal boundaries quite handily while sidestepping a ton of the organizational and technical problems that come with microsevices.of course if you start from the other end of the monomicro spectrum and have a strong culture of e.g. understand the service mesh really well and integrate with it as fully as possible you can do really well with a microserviceoriented environment. so i guess this boils down to invest in tooling and cultivate a culture of paying attention to your architectural norms and you will tend towards good engineering ... who knew?;0
29603692;HackerNews;2021-12-18;yes the original argument was that boundaries can't be enforced. arguably it is easier to enforce boundaries between microservices.;0
29603356;HackerNews;2021-12-18;there is no single development in either technology or management technique which by itself promises even one orderofmagnitude improvement within a decade in productivity in reliability in simplicity. fred brookssussman summed up the problem nicely we really don't know how to compute! so we latch onto whatever semiplausible idea some consultant cooks up like flowcharts structured programming agile objectoriented programming testdriven development microservices and countless other things.microservices impose a transport layer over whatever it is you were doing before. so that's one extra point of failure that you've got to contend with. complex problems require complex solutions. sure there are better and worse ways of doing things but there are no miracles.;0
29601965;HackerNews;2021-12-18;microservices requires lots of forethought design and highly qualified engineers.you spent the same amount of forethought design and talent on monoliths youd might not need microservices.the real issue is scale.a well designed micro service mesh will scale. a well designed monolith might scale.;0
29596353;HackerNews;2021-12-17;amazon was also doing microservices very early and it was a monolithic c application originally obidos.microservices was relly more about locality and the ability to keep data in a memory cache on a thin service. rather than having catalog data competing with the rest of the monolithic webserver app on the front end webservers requests went over the network to a load balancer they were hashed so that the same request from any of the webservers hit the same catalog server then that catalog server usually had the right data for the response to be served out of memory.most of the catalog data was served from bdb files which had all the nonchanging catalog data pushed out to the catalog server initially this data had been pushed to the webserver. for updates all the catalog servers had realtime updates streamed to them and they wrote to a bdb file which was a log of new updates.that meant that most of the time the catalog data was served out of a redislike cache in memory which due to the load balancer hashing on the request could use the aggregated size of the ram on the catalog service. rarely would requests need to hit the disk. and requests never needed to hit sql and talk to the catalog databases.in the monolithic world all those catalog requests are generated uniformly across all the webservers so there's no opportunity for locality each webserver needs to have all the top 100000 items in cache and that is competing with the whole rest of the application and that's even after going to the world where its all predigested bdb files with an update service so that you're not talking sql to databases.;0
29591723;HackerNews;2021-12-17;overall this setup would work perfectly fine in a smallmedium company and take 510x less time than doing everything the faang way.the point was never comparing it to the faang way. the point is it's easier at the beginning to maintain one monolith and all the production stuff related to it than n microservices.;0
29591341;HackerNews;2021-12-17;i didnt't even get a quater of the way down the page before i stopped reading.as soon as the author started listing things like k8s as needed for microservices it shows they havent stopped to think out side the box. there is no reason you can't run your set of microservices as 34 docker containers on the same host no load balancers no k8s no log aggrigation etc etc etc.if your application makes sence as microservices you don't need to start with all of that so including it all in the cost of startup makes no sense at all as your application starts to scale out and need them add them at that time your going to need most of it for a monolith application as well and some of them you may never need k8s for example there is no reason you can't run your application on just plain old compute infrastructure you don't even need to look at the cloud that old box in the corner of your office might be all you need for the projectif you stop and remember that microservices just means small single function services not things like k8s you will probably find that you can actully do a lot less work if you go down that road by letting other exsisting projects so a whole bunch of the work for you and save you reinventing the wheel to get your project finished and out the door.;0
29590723;HackerNews;2021-12-17;when the autor says to be fair using k8s helm i was able to install logging grafana prometheus very easily. if you leverage on helm3 and bitnami 1 helm charts you can go fast.also you can use pipeline like githubbitbucket pipelines to deploy and remove jenkins completly i have done it and it is a viable solution although with some lockin.so the complexity is a bit less if you study enough well your setup but you imust take time to plan your solutioni.after three years of k8s study in my humble option k8s is far better compared to docker swarm even for tiny projects with k8s as a cloud managed solution even small provider had it nowadays.1;0
