ID;Source;Creation Date;Content;Sentiment
32250722;HackerNews;2022-07-27;Title:You Don't Need Microservices, Content: https://medium.com/@msaspence/you-dont-need-microservices-2ad8508b9e27;0

32324945;HackerNews;2022-08-03;i can believe that monoliths have a lower theoretical icomplexity floori than microservice architectures but i don't think any shops are coming close to that theoretical complexity floor irrespective of their architecture so we need to think about the iactual practical complexityi of applications in each architecture.specifically i think the strong boundaries between components better facilitates maintainabilityas with dynamic typing the absence of rails allows people to more easily make bad decisions. in the case of monoliths this usually looks like an inexperienced developer especially at the bequest of an unscrupulous manager who swears that we will definitely not do this again and will fix in a subsequent release taking a dependency on another system's private internals. in other words i assert that given a good architect and an average team a microservice architecture will be less complex than a monolith despite marshaling data over a network. in order to have a wellengineered monolith you need good architects iandi a good team no unscrupulous managers who are empowered to compromise the architecture in the name of expedience. no guaranteed data consistency no global commit guaranteesyou don't get these for free with monoliths either. i've seen a lot of monoliths choc full of race conditions which don't manifest during development small contrived test cases running on unburdened systems. paradoxically because microservices have to marshal data over a network these consistency issues are more likely to appear. moreover people who work on microservices are more likely to think about race conditions precisely because the system is distributed indeed the architects think about this stuff when they lay out the interfaces.;0
32324785;HackerNews;2022-08-02;this is not inherently true. whether it's true or not is down to your implementation. you can most certainly have reliability and security problems while doing microservices.obviously i didn't claim you cannot have reliability or security problems while doing microservices.;0
32285485;HackerNews;2022-07-30;it's also worth noting that microservices are more secure and reliable as well since there's no vulnerable component that has access to all of the secrets nor a bunch of components that ought to be noncritical but actually are critical because anything can bring down the entire application for all other components e.g. someone makes a sync call in some leaf component that breaks the event loop for the whole application with failures cascading across your replicasthis is not inherently true. whether it's true or not is down to your implementation. you can most certainly have reliability and security problems while doing microservices.;0
32279889;HackerNews;2022-07-29;this is probably true if you have good engineering discipline in the monolith case such that your team adheres to good architecture. in the microservices case as long as your architect is competent you can draw sane lines between components and it's dramatically harder for idgaf managers and developers to violate them. everywhere i've worked the microservices approach ends up being considerably simpler precisely because it makes it difficult to do things that are probably bad ideas in the first place it's the same concept with static typing by the waya sufficiently smart team may not need explicit types but in practice most teams aren't sufficiently smart and the types function as rails to keep people from doing dumb things. every place i've worked the network and complexity overheads are paid for many times over by the simplicity and performance of preventing people from doing dumb things.it's also worth noting that microservices are more secure and reliable as well since there's no vulnerable component that has access to all of the secrets nor a bunch of components that ought to be noncritical but actually are critical because anything can bring down the entire application for all other components e.g. someone makes a sync call in some leaf component that breaks the event loop for the whole application with failures cascading across your replicas.;0
32272760;HackerNews;2022-07-29;composing libraries offers some of the advantages of microservices but not all of them. for example a vulnerable library still has access to all of the secrets used by any other library whereas a vulnerable microservice will only yield the secrets it needs. similarly a critical bug in one library can bring the whole process down even if the library itself is a noncritical componenta critical bug in a microservice will only tank that service and maybe services that depend on it if they dont degrade gracefully. notably linux and windows spend tremendous energy making sure these vulnerabilities and bugs dont slip through!;0
32272449;HackerNews;2022-07-29;i think the critical aspect of whether or not you need them and hence whether or not they represent a good set of tradeoffs is on what dimensions are you optimizing for.my previous employer was a small engineering org of around 40 engineers with a monolith of below average quality trying to go in a microservices direction and not really having that pan out a great deal due to being unable to spare the engineering bandwidth to invest enough in managing the complexity while still having to deal with the monolith.my current employer is an engineering org of around 4000 engineers that one two headed monolith that makes up the original product web app api share some code and are monoliths in their own right and also very successfully uses microservices for everything else and there is a lot of them.at my previous employer dealing with the monolith was fine even though the code was rather horrid and we would release twice a week. the microservices i wound up buildingworking on there were not worth the overhead complexity added at all and we would have been far far far better off investing in cleaning up the monolith to make it safereasier to work in.at my current employer dealing with the monolith is not fine. you have to book releases in a calendar it's scary it's giant and despite multiple releases of it per day there are so many other teams that book releases for it that you have to queue up to get your turn and it's done that way for safety. yes we also use feature flagging too. it's also vastly more difficult to knowfind who you have to communicate with about changes to the monoliths because unlike a tiny engineering org that information simply doesn't fit in your head. here the microservices we own are awesome in comparison. they are small code bases that are easy to reason about our organization invested a massive amount in the technical maturity needed to operate maintain and be able to handle the complexity and we have continuous deployment pipelines that mean we can safely release multiple times per day and when prs are merged they are shipped all the way through to production in around 15 minutes.so when you say more complex and slower you have to ask yourself than what? there is no one is better than the other there is only every tool is the right tool for some job and every tool is also the wrong tool for almost any other job it was not designed for and your job is to understand exactly what tool your specific situation actually calls for.this is why i like modular monoliths as a starting point as they're essentially a multitool. a halfway compromise which is not as easy to use as a fullblown dedicated tool but is versatile enough that if it's the only tool you have and you have no idea what job you're going to need to do then you've probably made an adequate choice regardless of what the situation calls for in the end. and if you outgrow your multitool you can much more easily swap it out for a set of it's dedicated equivalents.;0
32272161;HackerNews;2022-07-29;nothing magically makes microservices good or bad. nothing magically makes monoliths good or bad. it all depends on how good the developers are. however it is objectively a fact that microservides are inherently more complex than monoliths. you basically take a monolith and iaddi encodedecoding network latency delays no global commits potential timing issues partlyfailed system scenarios new types of distributed error conditions etc. to the mix. so there is zero upside to using microservices imho.;0
32272137;HackerNews;2022-07-29;microservices can most definitely be tightly coupled. the same way that most oop code i have seen is a spiderweb of tight dependencies. i ibeti that code you think is loosely coupled probably isn't. most developers have no clue what loosely coupled actually means.;0
