ID;Source;Creation Date;Content;Sentiment
13960107;HackerNews;2017-03-26;Title:Modules vs Microservices, Content: https://www.oreilly.com/ideas/modules-vs-microservices;0

13968709;HackerNews;2017-03-27;i think that microservices may be an actual optimization when the application flow has several clearly separable tasks that have varying requirements and you need to divide the load over several machines. for example one task may be mostly io heavy another will use a lot of ram and a third may mostly be cpu bound. when you distribute the load over multiple servers microservices can make it easier to tailor each server to the needs of the services it runs. the io bound workload doesn't need 100gb ram and the cpu bound workload may not need several gigabit interfaces.that said i haven't personally worked with a microservicebased architecture where this ever became a useful optimization. often it is exactly as you say a technological workaround for an organizational problem.;0
13968510;HackerNews;2017-03-27;imo microservices from day one aren't necessarily a premature optimization or an optimization at all. it is sometimes just the natural way to model a solution.for example at my last job we developed several services that constantly generated reports for our clients to run. instead of embedding the functionality to move these files to other machines in each service we developed a separate service that monitored a directory to do only that. this meant that the reporting services were more open ended clients could decide how to handle the files but were still left with a very convenient option. it also meant that we could hand off new versions of the transfer service on its own for customers to install without interrupting reporting services and only having to deal with the documentation of the transfer service itself.in terms of scalability or performance it added absolutely nothing but it simplified deployment documentation and development from day 1.;0
13966513;HackerNews;2017-03-27;those are good and important questions.our old 1.0 store architecture did in fact decompose things into multiple services. it has a separate acl microservice that every microservice had to consult in order to perform permission checks. that was a really bad stupid bottleneck.for our new architecture we decided to move things into a single integrated opinionated package that's operationally simpler to deploy and run and reason about. it's also highly focused and intended for composition the permission system for example is intentionally kept simple to avoid it blooming into some kind of allencompassing rule engine it only cares about data access and doesn't even have things like ip acls or predicatebased conditionals. the idea is that if you need to build something complicated you would generate acls programmatically and use callbacks to implement policies outside of the store the comments only editable for 5 minutes is an example of this and maybe someday we'll move the entire permission system into a plugin so you can replace it with something else.it's also important to note that the store isn't the data store to end all data stores. it covers a fairly broad range of use cases documents entity graphs configuration analytics but it's not ideal for ialli use cases. there are plenty of use cases where you'll want some kind of sql database.;0
13965577;HackerNews;2017-03-27;re rule enginesi know exactly what you mean having suffered through jrules projects but don't consider ruleforwardchaining languages part of a soa stack per se i especially loved the idea that rule bases unlike services don't need testing because they're enduser configuration parts and because like sql they're kindof declarative.reading through the answers i still don't know how microservices are any different from soa;0
13965558;HackerNews;2017-03-27;we used microservices at my last job and initially everyone used the same maven archetype to create a basic java application of similar structure property files environment variables filters etc. it wasn't as sexy as say scala or node or haskell. otoh there were absolutely no developers who didn't already know java or could learn our framework in a few months at least enough to follow and be productive.this came in handy because everyone could easily jump from one service to another and figure things out pretty easily since not only was it all in the same language but also the configurations and bootstrap classes were the same. once someone figured out something clever it was easily added to the base classes for everyone else to inherit.eventually some of the newer hires got bored of java and wanted to use things like node python etc.at the time i left it was a pure clusterfuck. it was impossible to write once and easily change the whole filter stack e.g. an auth filter since we were now up against at least 5 different languages frameworks. developers couldn't easily jump from project to project as needed either.anyway most of our microservices were just glorified db json crud apps. microservices themselves were probably not needed for our customer size we would have been fine with a 2008style multiwar project on jboss.and yes even java is pretty damn good at spitting out crud json data to frontends. absolutely no need for the complexity introduced by the half dozen other frameworks.;0
13965103;HackerNews;2017-03-27;yeah that's a good point. when the system is too big there's no way you can run it all locally. the angle i'm coming from is an application that's fairly new and still small and is changing rapidly with lots of crosscutting changes. we're paying some heavy microservices taxes with development testing deployment and performance but not at a point where we see benefits yet imho.;0
13964494;HackerNews;2017-03-27;let's say the app is a comment system that allows editing your comment but only within 5 minutes. acls cannot express this so to accomplish this we have the store invoke a callback to the owner microservice which can then accept or reject the change.i think these kinds of access control rules can be expressed within an entitlement solution. these systems are often called rbacabac role based access control attribute based access control. the caller calls a pdp policy decision point. policy decision point is a rules engine that can take in the callers application context which in your case will include current time and the time of the initial post pdp is often implemented as a microservice or even as a cacheenabled rules engine that as api resides with the context of every caller for faster lower latency more resilient solutionthese components are part of xacml;0
13964316;HackerNews;2017-03-27;watching a discussion like this really make me wonder this what is a module anyway? there are obviously varying aspects of modularity such as different code locations e.g. functions different namespaces e.g. libraries python modules different release cycles distribution models e.g. es6java modules in this sense? different oses languages security models e.g. microservices?seems like people including myself are confused by putting these in a onedimensional spectrum. the reality is probably never that simple.;0
13964270;HackerNews;2017-03-27;i agree but i don't think microservices are properly classed as an optimization of any sort premature or not. microservices arise because a company can't communicatemanage itself internally.this does not mean that you must have one giant 50mb executable to run your whole company but it probably does mean most companies shouldn't have 60 200line microservices.;0
13964104;HackerNews;2017-03-27;i've worked on both types of projects and i would never choose microservices over monolith if presented the option.rather i agree with the author that proper separation into documented modules gives most of the benefits from microservices without any of the numerous drawbacks.microservices seriously increase the operational overhead. they increase the hardware expenses. they increase service latency through round trip times and unnecessary work. they increase the code complexity through unneeded serializationdeserialization and rest calls vs plain old function calls. they make debugging a lot harder. they give you all the pain of distributed systems and networking when all you previously needed was a function call.with go and many other statically typed languages you get proper modules that can't reach into the private implementation of other modules even with reflection. they can't have import cycles. the compiler will take care of alerting you when an api changes in an incompatible way. likely all your modules will share a backend databases so you need to take care to use the public interface of the responsible module rather than reach around behind its back with direct queries but that's a solvable organizational problem.i wonder sometimes if the microservices craze isn't trying to find a technical solution to human problems that would be better dealt with via communication and creating solid organizational practices. like team a doesn't trust team b and rather than work out a common set of norms and rules they just start using microservices to bypass dealing with the problem all together.;0
13964038;HackerNews;2017-03-27;those are organizational concerns that you're conflating with microservices vs monolith. they're tangential. i see no reason why you can't assign team responsibility to individual modules vs microservices. you can collect metrics for both modules and microservices and publish them in a dashboard. alarms and monitoring are probably unnecessary at the module level in most cases you'd just do it once for the whole monolith.;0
13964001;HackerNews;2017-03-27;for those of you happy with your use of micrsoservices how many microservices does your team handle?i don't mind microservices but i definitely think my company has taken it too far for my team of 5 we have 25 separate componentsdeployments which make up 12 microservices. it makes it impossible to keep track of each service and be familiar with idiosyncrasies in each project.;0
13963886;HackerNews;2017-03-27;all fair points but i think people ignore the challenges associated with microservices much more complex to debug which service is failing interservice latency things run much faster on a single box vminstance sprawl because every service should run on its own host x redundancy x multiple environments increased costs see vm sprawl. i still think the advantages outweigh the disadvantages but they definitely come at a cost.;0
