ID;Source;Creation Date;Content;Sentiment
34329656;HackerNews;2023-01-10;Title:Microservices are hard, Content: https://code-held.com/2022/07/28/microservices/;0

34448209;HackerNews;2023-01-20;sure but likely that team is not working on a single service when people say microservices. that could be soa which is more my preference but definitely not a microservice going by the most popular definition which is small enough to rewrite. btw monolith db has its own form of eventual consistency.sure on very large systems. microservices always have this even tiny systems. it gives you a smaller blast radius when something goes wrongat the cost of often having a much harder time fixing things when they do go wrong avoids overstressing a single dbmonoliths can use as many databases as they want! and you can use a single db with a microservice architecture across many microservices tho i think this is an antipattern teams often do it. alleviates single points of human dependency like the db curatori haven't been at a job that has a db curator but it compounds the bob wrote those ten services in rust who... who knows rust? anyone? issues lets you scale separate pieces independentlyyou can do this with a monolith with many technologies though seems easier to do for a microservice as a general rule. but you have to need that scale first! and yes forces you to silo the data. there are several good reasons larger orgs have been doing things this way for a long time.plenty of larger orgs also avoid microservices!;0
34404900;HackerNews;2023-01-16;i find data organization to be a direct consequence of service interface.then you will not like microservices. microservices make it harder not easier to organize data.you have to worry about problems such as eventual consistency and figure out how to join data across multiple data sources.it compounds the problem significantly and the only thing it gives you is that it forces you to silo data. that can be a good thing but it doesn't solve the data organization problem.;0
34385962;HackerNews;2023-01-15;overhead is way worse with microservices once you talk about network latency database cost infra for logging and monitoring labor to manage that and developer cost. way way way more than spinning up ten more identical webapps.;0
34385927;HackerNews;2023-01-15;yeah. agreed. for example i need to ocr things sometimes. i literally have a process running an ocr server. it's basically a microservice.;0
34375178;HackerNews;2023-01-14;thinking through the interservice interface is costlier and more transparent than calling the function in the same monolyth. that said interfaces between services are inherently better than function calls.also making mistake in microservice is more easily isolated fixed and redeployed.other than that microservices are business entities rather than just tech entities. they can be scoped evaluated and managed on business level. after all you can ask another team rewrite the specific microservice. you can't do that with monolyth.and the problem wouldn't be just buried in tech details and opinions.;0
34373680;HackerNews;2023-01-13;well that may be what you intended to say but much of what you put well pretty much all of what you put is simply an attack on the poster's character. what i read from your post boils down to the poster is clearly an elitist who thinks he is right and everyone else is wrong so his opinion isn't worthy of recognition and is wrong.character attacks on the internet are self defeating and foolish in many ways. there are little to no stakes for the attacker if wrong undermines the value of the attack. the attacker is being hostile to someone completely or mostly unknownunfamiliar foolish. the attack does nothing to address the actual argumentpoints being made waste of time for readers.rather than oppose the messenger perhaps lead with opposing the message itself. it is far less hostile and is more productive. you will get better at countering the argumentpoints if you actively practice doing it and it is better for everyone involved more focus on the issue rather than the winning a battle against someone bad. you also might spare yourself counter takedowns like you got here this one being particularly spicy.the article linked doesn't even seem to say that microservices are always bad. it simply says they are difficult to do and the author sees them as over engineering. overall a pretty common opinion.;0
34369622;HackerNews;2023-01-13;if you can't get your monolith right you probably won't get your microservices right. microservices do come with additional overhead in terms of infrastructure integrations and so on. there's a concept of microservices readiness e.g. . many organisations aren't ready to embrace microservices and if they get into microservices before they're ready then it's a lot of pain. there's also this misconception that microservices must be nanoservices. but that's not a problem with microservices architecture it's a problem of using microservices antipatterns. as with everything in technology there's no universally unique solution to all problems everything's contextspecific.;0
34358229;HackerNews;2023-01-12;except each service scales independently can be updated independently e.g. pri0 security bugs that require a breaking change can be applied to public ip facing services first can be written in a different programming language and can be rolled backdeployed independently.working in a microservice environment is nice newly created services get the latest version of whatever tools are needed older services can be upgraded as needed. avoids the problem of being stuck on some ancient version of the jvm or node.;0
34352064;HackerNews;2023-01-12;a monolith is not a giant blob that has to run fully on one instance or else nothing works. although i'm sure plenty of horrible enterprise software works that way it is not a property of a monolith.i maintain a saas written as a monolith and i can absolutely spin instances that only load one part of the code and do a single thing for example some instances only handle mqtt messages while others only serve http endpoints. that does not make it microservices it is all one code base sharing one database.;0
34351313;HackerNews;2023-01-12;what a waste of time. anyone who's not an architect or developer but regularly works with architects and developers intuitively reaches these conclusions. and this has been going on and on for almost ten years.when you watch this from the outside e.g. let's say as a consultant called to advise on a very specific aspect of software architectures it feels like they all follow a secret agreement that instructs them to go full microservices route. questioning this even as a consultant paid to do exactly that is considered unacceptable. it's like questioning your client's religious or political beliefs.i observe a similar trend with cios hired to help institutions digitally transform themselves. many operate on an innovative reasoning that consists in going full cloud and lay off it personnel which inevitably leads to increased operating and maintenance costs without exploiting the actual benefits of cloud computing. but it's already too late mrmrs cio has already left the org when this happens. and selfcongratulating words are already published in their linkedin profile.i often have two thoughts when i attend a presales meeting with a prospect customer that shows us a beautiful microservices architecture1. oh my...2. shut up and just take the money they are throwing at your face.;0
34347741;HackerNews;2023-01-12;i think your position is basically the same position that most people that advocate for monoliths which btw is a bit of a strawman created by microservice architecture advocates in the first place hold. people are objecting to servicenetwork boundaries as a default domain decomposition tool and arguing that it should be used instead when there are clear and immediate technical advantages to do so.;0
34347551;HackerNews;2023-01-12;being able to scale to any specific amount of usage is never a reason to use microservices. plenty of planetscale services and apps are powered by monoliths. and you never run into any kind of ridiculous overengineering when you refactor things into services for scaling reasons and that's not a microservices architecture in the first place.the problem has always been about people deciding that different parts of the app that differ mostly in terms of business logic somehow need to be independently deployable. it's like deciding that instead of having a single database cluster and having multiple databases and tables you need a separate independently scalable cluster for each database table because of some bogus reasons like some tables are queries more than others and different teams work on different tables and we can't let people join tables because it breaks boundaries or something.;0
34347343;HackerNews;2023-01-12;not sure what you're trying to get at here from the standpoint of developers cloud spanner is the opposite of a microservice. a microservice architecture a variant of the serviceoriented architecture structural style is an architectural pattern that arranges an application as a collection of looselycoupled finegrained services communicating through lightweight protocols a microservice is not a layer within a monolithic application example the web controller or the backendforfrontend.8 rather it is a selfcontained piece of business functionality with clear interfaces and may through its own internal components implement a layered architecture. from a strategical perspective microservice architecture essentially follows the unix philosophy of do one thing and do it well.9 martin fowler describes a microservicesbased architecture as having the following properties2a typical monolith would use cloud spanner as a layer not as a microservice.most people's criticism of microservices isn't about never having independently deployable services but rather the service boundary being based on business domain decomposition rather than essential technical characteristics. in other words different types of storage due to their technical characteristics i.e. blob storage for photos vs relational database for transactional entities being served by different services for technical reasons is eminently sensible and not something most people would have issues with and has been around for much longer than microservices. the problem is more around people deciding that for a hypothetical financial website backend that bonds and stocks should be two separate microservices rather than just two endpoints served by the same monolith even though they differ merely in terms of business logic and do not require any special handling from a technical perspective.;0
34346063;HackerNews;2023-01-11;at this point i think microservices architectures don't exist. as if a microservice is a goal on its own. i think any sane organization strives for a healthy tradeoff between manageable code and separation of concerns.;0
34345901;HackerNews;2023-01-11;i agree that i took it a bit far to make a point that just ruined my case.i do think that in a monolith you try to do most things yourself.take auth for example. it's huge. and i think we more and more are excepting that even for a monolith we do not want to do that ourself.if you start from scratch and your spec say that they want oidc and saml then most ppl will look for a saas service to get help.same with storing files we would make use of s3 or similar.but if we go to pre 2010. i think most people would try to both of these themself.im not saying that this is microservice at all but i'm saying we are moving stuff that are commodity's out from the monolith compare to what we did 1015 years ago. because there are services that does a much better job for us.and that was part of my point with the original comment. that trying to keep everything in one place is probably not the right choices.sorry for not being more precise on my previous reply.;0
34345347;HackerNews;2023-01-11;funny you said that since a microservice api is always dynamically typed and its usage cannot be checked by compiler. and the more microservices you use the more dynamically typed the whole project gets overall.i mean this is just not true in the general sense. i've setup plenty of microservices with various typed apis. protobufs are an example of an extremely easy to implement strongly typed api tool.i don't think you have to define a microservice by http requets with json.;0
